,item_number,consumption_date,qty
17973,NAS1611-214A,2022-02-09,1.0
17974,NAS1611-216A,2022-02-09,1.0
17975,NAS1801-3-27,2022-02-09,4.0
17976,PR1776MB2-60Z,2022-02-09,2.0
17977,PS870B2,2022-02-09,5.0
17978,S-1547,2022-02-09,6.0
17979,SL4750NA,2022-02-09,4.0
17980,SL4751NA,2022-02-09,4.0
17981,SLR4124C12,2022-02-09,4.0
17982,SLR4124C14,2022-02-09,4.0
17983,W45655,2022-02-09,1.0
17984,002A0082-1,2022-02-10,1.0
17985,1002BB6,2022-02-10,1.0
17986,108-2,2022-02-10,4.0
17987,1132,2022-02-10,1.0
17988,122157T030,2022-02-10,1.0
17989,16335,2022-02-10,1.0
17990,16700,2022-02-10,1.0
17991,2-329N674-70,2022-02-10,2.0
17992,241076,2022-02-10,10.0
17993,2793350-101,2022-02-10,2.0
17994,425L,2022-02-10,4.0
17995,612V59-0010-2,2022-02-10,3.0
17996,684-4-33,2022-02-10,0.0
17997,740001,2022-02-10,8.0
17998,790347,2022-02-10,1.0
17999,803269-01,2022-02-10,10.0
18000,AN960JD10LL,2022-02-10,4.0
18001,AN960KD10LL,2022-02-10,4.0
18002,AS3582-140,2022-02-10,1.0
18003,BACB30LM4-5,2022-02-10,8.0
18004,BACB30NM3K5,2022-02-10,120.0
18005,BACC15AJ2,2022-02-10,8.0
18006,BACJ40A20-5,2022-02-10,1.0
18007,BACJ40A20-8,2022-02-10,1.0
18008,BACR15DR3AC3,2022-02-10,8.0
18009,BMS3-33,2022-02-10,10.0
18010,BMS5-133TYPEII,2022-02-10,4.0
18011,BMS8-301CL2,2022-02-10,6.0
18012,CC55786,2022-02-10,1.0
18013,DC732CL,2022-02-10,1.0
18014,GREASE33TUBE,2022-02-10,10.0
18015,M0BILSHC100,2022-02-10,16.0
18016,M83485-1-120,2022-02-10,1.0
18017,M83485-1-121,2022-02-10,1.0
18018,MS29526-2,2022-02-10,1.0
18019,NAS1149D0316K,2022-02-10,4.0
18020,NAS1149D0332K,2022-02-10,120.0
18021,NAS1611-153A,2022-02-10,1.0
18022,NAS1801-3-8,2022-02-10,1.0
18023,NSBT8N,2022-02-10,1.0
18024,PMA532418-01-1,2022-02-10,-1.0
18025,PS870B1-2,2022-02-10,6.0
18026,PS870B2,2022-02-10,2.0
18027,SKYL0X,2022-02-10,23.0
18028,00-5100-41,2022-02-11,4.0
18029,10-60754-79,2022-02-11,5.0
18030,305766-1,2022-02-11,1.0
18031,34265-8,2022-02-11,2.0
18032,3M8641,2022-02-11,14.0
18033,4100170-015-03,2022-02-11,4.0
18034,43-1424,2022-02-11,-16.0
18035,46365A87,2022-02-11,1.0
18036,A21600600000,2022-02-11,100.0
18037,AGATL4269111176,2022-02-11,4.0
18038,BACB30NW12K14X,2022-02-11,1.0
18039,BACB30NW6K3X,2022-02-11,2.0
18040,BACB30ZE4-6,2022-02-11,1.0
18041,BACB30ZE4-8,2022-02-11,1.0
18042,BACC30BH8,2022-02-11,3.0
18043,BACC30M10,2022-02-11,2.0
18044,BACC30M6,2022-02-11,4.0
18045,BACN10YR3CD,2022-02-11,7.0
18046,BACN11Z4CD,2022-02-11,1.0
18047,BACP18BC02A06P,2022-02-11,6.0
18048,BACP18BC03A10P,2022-02-11,1.0
18049,BACS12FA3K8,2022-02-11,1.0
18050,BACS12GR3L17,2022-02-11,804.0
18051,BACS38K6,2022-02-11,20.0
18052,BACW10BP5CD,2022-02-11,1.0
18053,BACW10BP5DP,2022-02-11,1.0
18054,BACW10BP6CD,2022-02-11,2.0
18055,BACW10BP6DP,2022-02-11,3.0
18056,CS223-104,2022-02-11,2.0
18057,K30B18,2022-02-11,1.0
18058,LM120749-20629,2022-02-11,1.0
18059,LM121349-20629,2022-02-11,1.0
18060,M83485-1-120,2022-02-11,1.0
18061,M83485-1-121,2022-02-11,1.0
18062,MS28775-031,2022-02-11,3.0
18063,MS28782-18,2022-02-11,2.0
18064,MS35338-43,2022-02-11,12.0
18065,NAS1149C0632R,2022-02-11,1.0
18066,NAS1149D0463J,2022-02-11,1.0
18067,NAS1611-015,2022-02-11,4.0
18068,NAS1611-135A,2022-02-11,4.0
18069,NAS1611-222A,2022-02-11,1.0
18070,NAS1612-6A,2022-02-11,1.0
18071,NAS1805-4N,2022-02-11,1.0
18072,P0071-111,2022-02-11,35.0
18073,PLT4SC,2022-02-11,100.0
18074,PS870B1-2,2022-02-11,2.0
18075,PS870B2,2022-02-11,3.0
18076,YA211-25,2022-02-11,1.0
18077,28301-12,2022-02-12,20.0
18078,289-601-248,2022-02-12,20.0
18079,44066WE,2022-02-12,6.0
18080,720752-14WE,2022-02-12,1.0
18081,8050917-0006,2022-02-12,70.0
18082,8050917-0006WE,2022-02-12,20.0
18083,ACIEL00545-02,2022-02-12,22.0
18084,AS3208-02,2022-02-12,1.0
18085,AS43003-908,2022-02-12,0.0
18086,BACB30NN3K10,2022-02-12,220.0
18087,BACB30NN3K2,2022-02-12,497.0
18088,BACB30NN3K3,2022-02-12,500.0
18089,BACB30NN3K5,2022-02-12,500.0
18090,BACB30NN3K7,2022-02-12,500.0
18091,BACB30NN3K8,2022-02-12,350.0
18092,BACB30NN4K3,2022-02-12,208.0
18093,BACB30NT3K4,2022-02-12,380.0
18094,BACB30NX6K3X,2022-02-12,10.0
18095,BACB30NX6K4X,2022-02-12,10.0
18096,BACB30NX6K5X,2022-02-12,10.0
18097,BACB30VF3K2,2022-02-12,500.0
18098,BACB30VF3K7,2022-02-12,421.0
18099,BACC10DK6,2022-02-12,1.0
18100,BACS12FA3K5,2022-02-12,321.0
18101,BACS12FA3K9,2022-02-12,300.0
18102,BACS12HN3-6D,2022-02-12,6.0
18103,EA934NA,2022-02-12,1.0
18104,LTR025E03M,2022-02-12,1.0
18105,MS28775-031,2022-02-12,-3.0
18106,NAS1149D0332K,2022-02-12,1.0
18107,NAS1149F0363P,2022-02-12,205.0
18108,NAS514P1032-5,2022-02-12,350.0
18109,NAS679A3W,2022-02-12,1.0
18110,PS870B2,2022-02-12,10.0
18111,05-0007-00,2022-02-13,-20.0
18112,90-0327-1WE,2022-02-13,-1.0
18113,AN960JD10,2022-02-13,400.0
18114,AN970-3,2022-02-13,100.0
18115,BACN10JR3F,2022-02-13,200.0
18116,BACN11AG5,2022-02-13,135.0
18117,BACN11Z3CD,2022-02-13,200.0
18118,BACR15FT5D4C,2022-02-13,1.0
18119,BACR15FT5D5C,2022-02-13,1.0
18120,BACW10DY3A,2022-02-13,150.0
18121,BACW10P44AL,2022-02-13,155.0
18122,NAS1149C0332R,2022-02-13,100.0
18123,NAS1149C0363R,2022-02-13,128.0
18124,NAS1149C0663R,2022-02-13,100.0
18125,NAS1149D0416J,2022-02-13,191.0
18126,NAS1149D0463H,2022-02-13,200.0
18127,NAS1149D0563J,2022-02-13,450.0
18128,NAS1149F0332P,2022-02-13,500.0
18129,NAS1252-10H,2022-02-13,199.0
18130,NAS1252-10L,2022-02-13,513.0
18131,NAS1612-12,2022-02-13,2.0
18132,NAS679A3W,2022-02-13,160.0
18133,PS870B1-2,2022-02-13,1.0
18134,PS870B2,2022-02-13,1.0
18135,10-60754-32,2022-02-14,8.0
18136,113N1810-39,2022-02-14,8.0
18137,28301-12,2022-02-14,1.0
18138,289-601-248,2022-02-14,1.0
18139,305766-1,2022-02-14,-1.0
18140,3205-15,2022-02-14,16.0
18141,412A1810-2B,2022-02-14,70.0
18142,434-093-003,2022-02-14,1.0
18143,65-45792-7,2022-02-14,4.0
18144,78934-1,2022-02-14,1.0
18145,BACB30NW5K4,2022-02-14,4.0
18146,BACB30NW6K2,2022-02-14,1.0
18147,BACB30NX8K11,2022-02-14,4.0
18148,BACC15AJ2,2022-02-14,20.0
18149,BACC30BL6,2022-02-14,25.0
18150,BACC30M5,2022-02-14,5.0
18151,BACP18BC02A06P,2022-02-14,1.0
18152,BACP18BC03A10P,2022-02-14,1.0
18153,BACR12BM211,2022-02-14,2.0
18154,BACR12BM212,2022-02-14,1.0
18155,BACS38P5,2022-02-14,2.0
18156,C11236-211B,2022-02-14,2.0
18157,GRAY1994-7,2022-02-14,10.0
18158,M39029-1-101,2022-02-14,2.0
18159,M81969-39-01,2022-02-14,20.0
18160,MS27595-231,2022-02-14,3.0
18161,MS29513-328,2022-02-14,2.0
18162,N140N2138-1,2022-02-14,4.0
18163,NAS1611-112A,2022-02-14,1.0
18164,NAS1611-211,2022-02-14,1.0
18165,NAS1611-231A,2022-02-14,1.0
18166,PMA532418-01-1,2022-02-14,1.0
18167,PR1440LS,2022-02-14,1.0
18168,PS870B2,2022-02-14,2.0
18169,Q4559X,2022-02-14,1.0
18170,Q4631,2022-02-14,1.0
18171,RS1SG,2022-02-14,2.0
18172,10-60754-79,2022-02-15,5.0
18173,122-11124-1A,2022-02-15,2.0
18174,2024T3-050,2022-02-15,3.0
18175,4A114-0016-1,2022-02-15,2.0
18176,654T0035-3,2022-02-15,1.0
18177,856504-2,2022-02-15,1.0
18178,BACB30PN12-24,2022-02-15,-4.0
18179,BACB30PN12-24M,2022-02-15,-4.0
18180,BACB30PN14-34,2022-02-15,-4.0
18181,BACC30BL6,2022-02-15,8.0
18182,BACN10JC06CD,2022-02-15,4.0
18183,BACR15FV5KE5,2022-02-15,0.0
18184,BACR15GF5D8,2022-02-15,3.0
18185,BACS12HN06-7,2022-02-15,1.0
18186,BACS38J2,2022-02-15,2.0
18187,BMS3-33,2022-02-15,3.0
18188,C0RBAN27L,2022-02-15,5.0
18189,GREASE33TUBE,2022-02-15,3.0
18190,KEMA06595,2022-02-15,2.0
18191,KT43-1276,2022-02-15,16.0
18192,LOCTITE242,2022-02-15,1.0
18193,M81969-14-03,2022-02-15,20.0
18194,M83485-1-120,2022-02-15,2.0
18195,M83485-1-121,2022-02-15,2.0
18196,MS27595-231,2022-02-15,2.0
18197,NAS1149DN616J,2022-02-15,4.0
18198,NAS1149FN632P,2022-02-15,1.0
18199,NAS1352N08H10P,2022-02-15,1.0
18200,NAS1611-231A,2022-02-15,1.0
18201,PS870B2,2022-02-15,3.0
18202,PS890A2,2022-02-15,1.0
18203,RBTB20-4,2022-02-15,1.0
18204,S8990-605,2022-02-15,1.0
18205,S8990-608,2022-02-15,1.0
18206,SKYDR0L500B4,2022-02-15,6.0
18207,TURB0NYC0IL600,2022-02-15,24.0
18208,YA211-25,2022-02-15,-1.0
18209,00-5100-41,2022-02-16,1.0
18210,1416086,2022-02-16,240.0
18211,16204-002,2022-02-16,4.0
18212,16302-006,2022-02-16,4.0
18213,34265-8,2022-02-16,-2.0
18214,3-907N103-70,2022-02-16,8.0
18215,398FR,2022-02-16,3.0
18216,425L,2022-02-16,4.0
18217,4670,2022-02-16,3.0
18218,63-495,2022-02-16,64.0
18219,"A-A-59474 TYPE I, CLASS 4",2022-02-16,1.0
18220,AN960C716,2022-02-16,6.0
18221,B00574500000,2022-02-16,3.0
18222,BAC27NCT0166,2022-02-16,1.0
18223,BAC27NCT0292,2022-02-16,1.0
18224,BAC27TCH0231,2022-02-16,1.0
18225,BACB30LR4-7,2022-02-16,18.0
18226,BACB30MY6K2,2022-02-16,14.0
18227,BACB30NM3K4,2022-02-16,60.0
18228,BACB30NX6K5X,2022-02-16,4.0
18229,BACB30XD3K10,2022-02-16,10.0
18230,BACB30XD3K10G,2022-02-16,10.0
18231,BACB30XD3K5,2022-02-16,50.0
18232,BACB30ZE4-5,2022-02-16,4.0
18233,BACC10GU101,2022-02-16,2.0
18234,BACJ40D20-32,2022-02-16,4.0
18235,BACN10JC4CD,2022-02-16,1.0
18236,BACR15BB6AD6C,2022-02-16,1.0
18237,BACR15CE4D5,2022-02-16,0.0
18238,BACR15FV6KE5,2022-02-16,0.0
18239,BACR15FV6KE6,2022-02-16,0.0
18240,BACR15GF6D6,2022-02-16,2.0
18241,BACR15GF6D7,2022-02-16,2.0
18242,BACS13CT5C,2022-02-16,20.0
18243,BACT12AC8,2022-02-16,10.0
18244,BACW10BP7DP,2022-02-16,6.0
18245,BLT3175,2022-02-16,2.0
18246,BMS3-23TYIICL2,2022-02-16,1.0
18247,BMS3-33,2022-02-16,12.0
18248,BRAYC0795,2022-02-16,2.0
18249,C0RBAN23AER0S0L,2022-02-16,1.0
18250,C0RBAN27L,2022-02-16,7.0
18251,CD01068F4,2022-02-16,2.0
18252,GREASE33TUBE,2022-02-16,12.0
18253,GUYBLAST20-30,2022-02-16,25.0
18254,HA142-5,2022-02-16,2.0
18255,J221P124,2022-02-16,1.0
18256,KR0IL,2022-02-16,3.0
18257,M39029-1-101,2022-02-16,50.0
18258,M83485-1-120,2022-02-16,2.0
18259,M83485-1-121,2022-02-16,2.0
18260,MS20426AD4-5,2022-02-16,300.0
18261,MS20470AD5-5,2022-02-16,5.0
18262,NAS1149C0763R,2022-02-16,6.0
18263,NAS1149D0332K,2022-02-16,60.0
18264,NAS1149D0416H,2022-02-16,20.0
18265,NAS1149DN832J,2022-02-16,10.0
18266,NAS679C08M,2022-02-16,24.0
18267,NAS679C3MW,2022-02-16,100.0
18268,P421-1,2022-02-16,1.0
18269,P629,2022-02-16,3.0
18270,P629-3,2022-02-16,3.0
18271,PLT2MC,2022-02-16,1000.0
18272,PLT2MM,2022-02-16,1000.0
18273,PLT3IM,2022-02-16,1000.0
18274,PS870B1-2,2022-02-16,1.0
18275,PS870B2,2022-02-16,10.0
18276,R0YC011MS,2022-02-16,1.0
18277,TURB0NYC0IL600,2022-02-16,24.0
18278,TURBONYCOIL3516,2022-02-16,5.0
18279,WD40-400ML,2022-02-16,1.0
18280,10-60754-1,2022-02-17,3.0
18281,2024T3-071,2022-02-17,1.0
18282,2024T3-080,2022-02-17,3.0
18283,289-601-248,2022-02-17,7.0
18284,3-907N103-70,2022-02-17,2.0
18285,3M77,2022-02-17,1.0
18286,68-1250,2022-02-17,1.0
18287,7577741,2022-02-17,0.0
18288,7588429,2022-02-17,1.0
18289,9PR5,2022-02-17,1.0
18290,AS3208-05,2022-02-17,1.0
18291,AS3208-06,2022-02-17,3.0
18292,AS3209-226,2022-02-17,1.0
18293,BACB10HS07RTBC22,2022-02-17,-1.0
18294,BACB30ZE4-5,2022-02-17,15.0
18295,BACN11G3A1CD,2022-02-17,1.0
18296,BACR15CE4D5,2022-02-17,1.0
18297,BACR15GF6D7,2022-02-17,2.0
18298,BACR15GF6D8,2022-02-17,1.0
18299,BACS12GR3L17,2022-02-17,651.0
18300,BCREF167290,2022-02-17,-1.0
18301,BRF200C3D,2022-02-17,1.0
18302,CR3523-6-3,2022-02-17,4.0
18303,CR3523-6-4,2022-02-17,4.0
18304,CR3523-6-5,2022-02-17,4.0
18305,CR3523-6-6,2022-02-17,2.0
18306,EP0CAST1618DB,2022-02-17,1.0
18307,G02219,2022-02-17,3.0
18308,J221P910,2022-02-17,2.0
18309,KT43-1276,2022-02-17,16.0
18310,M83248-2-906,2022-02-17,1.0
18311,M83248-2-908,2022-02-17,1.0
18312,M83485-1-222,2022-02-17,1.0
18313,M83485-1-905,2022-02-17,1.0
18314,MARWEAR BLACK L,2022-02-17,10.0
18315,MILPRF32014,2022-02-17,1.0
18316,MS20002C9,2022-02-17,-19.0
18317,MS28782-25,2022-02-17,0.0
18318,NAS1149D0416H,2022-02-17,11.0
18319,NAS1611-114A,2022-02-17,0.0
18320,NAS1611-220A,2022-02-17,0.0
18321,NAS8702-2,2022-02-17,14.0
18322,PS870B1-2,2022-02-17,10.0
18323,PS870B2,2022-02-17,8.0
18324,RBF9REDROLL6,2022-02-17,2.0
18325,RTV174,2022-02-17,1.0
18326,00-5320-01,2022-02-18,1.0
18327,16288,2022-02-18,1.0
18328,16700,2022-02-18,1.0
18329,285N0412-1,2022-02-18,2.0
18330,285N0412-8,2022-02-18,2.0
18331,301-1-4HARD032,2022-02-18,2.0
18332,389A-20629,2022-02-18,1.0
18333,740001,2022-02-18,3.0
18334,740007,2022-02-18,3.0
18335,740032,2022-02-18,1.0
18336,7577741,2022-02-18,1.0
18337,989803139261,2022-02-18,2.0
18338,AS3209-009,2022-02-18,4.0
18339,BACB30NM3K5,2022-02-18,5.0
18340,BACB30NM3K6,2022-02-18,5.0
18341,BACC30AB12SY,2022-02-18,4.0
18342,BACC30AB8S,2022-02-18,4.0
18343,BACC63CC22-55P7,2022-02-18,1.0
18344,BACN10YR4CD,2022-02-18,1.0
18345,BACS12HN3-7,2022-02-18,40.0
18346,BACW10X4,2022-02-18,50.0
18347,BRH30C4D,2022-02-18,1.0
18348,BSH10280L,2022-02-18,144.0
18349,CR3213-6-03,2022-02-18,301.0
18350,EP0CAST1618DB,2022-02-18,-1.0
18351,KB1087,2022-02-18,3.0
18352,L507949-20629,2022-02-18,1.0
18353,M5070A,2022-02-18,1.0
18354,M83248-1-011,2022-02-18,4.0
18355,MS28775-031,2022-02-18,4.0
18356,MS28782-25,2022-02-18,2.0
18357,MS29526-2,2022-02-18,1.0
18358,NAS1149D0416H,2022-02-18,5.0
18359,NAS1611-114A,2022-02-18,1.0
18360,NAS1611-220A,2022-02-18,1.0
18361,NAS8702-2,2022-02-18,5.0
18362,PLT3IM,2022-02-18,1000.0
18363,PR1776MB2-60Z,2022-02-18,1.0
18364,PS870B1-2,2022-02-18,11.0
18365,PS870B2,2022-02-18,1.0
18366,TURBONYCOIL3516,2022-02-18,-5.0
18367,W0242-006S,2022-02-18,20.0
18368,44066WE,2022-02-19,6.0
18369,47179,2022-02-19,1.0
18370,7577741,2022-02-19,1.0
18371,8663DL18,2022-02-19,216.0
18372,ADKB54T0035-7,2022-02-19,1.0
18373,BACB30PN12-24,2022-02-19,4.0
18374,BACB30PN14-34,2022-02-19,4.0
18375,BACW10BP12ACU,2022-02-19,4.0
18376,BACW10BP14ACU,2022-02-19,4.0
18377,KB1087,2022-02-19,1.0
18378,KB27122,2022-02-19,2.0
18379,KB27154,2022-02-19,2.0
18380,M81969-14-03,2022-02-19,10.0
18381,MARWEAR BLACK L,2022-02-19,10.0
18382,MARWEAR BLACK XL,2022-02-19,10.0
18383,MARWEAR BLACK XXL,2022-02-19,20.0
18384,MS28782-25,2022-02-19,2.0
18385,NAS1352N08H10P,2022-02-19,4.0
18386,NAS1611-114A,2022-02-19,1.0
18387,NAS1611-220A,2022-02-19,1.0
18388,PS870B1-2,2022-02-19,16.0
18389,TURB0NYC0IL600,2022-02-19,24.0
18390,10-630390-3,2022-02-20,1.0
18391,11-10638,2022-02-20,1.0
18392,1132,2022-02-20,1.0
18393,44066WE,2022-02-20,6.0
18394,AS43013-154,2022-02-20,2.0
18395,BACN11AG3,2022-02-20,24.0
18396,BMS3-33,2022-02-20,1.0
18397,FB024830,2022-02-20,1.0
18398,FW42465,2022-02-20,14.0
18399,G50075,2022-02-20,1.0
18400,GREASE33TUBE,2022-02-20,1.0
18401,Q4559X,2022-02-20,1.0
18402,QA03963WE,2022-02-20,1.0
18403,S700B0116-4D014WD,2022-02-20,12.0
18404,10-60031-102,2022-02-21,1.0
18405,108-2,2022-02-21,2.0
18406,15-0188-7,2022-02-21,1.0
18407,16288,2022-02-21,2.0
18408,1691,2022-02-21,20.0
18409,1978X,2022-02-21,2.0
18410,2A254-0371,2022-02-21,2.0
18411,3011,2022-02-21,6.0
18412,305766-1,2022-02-21,1.0
18413,311,2022-02-21,4.0
18414,65-76765-10,2022-02-21,47.0
18415,69B47961-2,2022-02-21,2.0
18416,7577741,2022-02-21,1.0
18417,81394-10,2022-02-21,3.0
18418,A0860,2022-02-21,2.0
18419,AN970-3,2022-02-21,6.0
18420,AS1895-7-400,2022-02-21,1.0
18421,AS3209-009,2022-02-21,1.0
18422,BACB30NN3K2,2022-02-21,6.0
18423,BACB30PN12-24,2022-02-21,4.0
18424,BACB30PN12-24M,2022-02-21,4.0
18425,BACB30PN14-34,2022-02-21,4.0
18426,BACB30VF3K3,2022-02-21,1.0
18427,BACN10JR3F,2022-02-21,3.0
18428,BACN10YR3C,2022-02-21,2.0
18429,BACR15GF6D6,2022-02-21,4.0
18430,BACR15GF6D8,2022-02-21,1.0
18431,BACW10BP12ACU,2022-02-21,4.0
18432,BACW10BP14ACU,2022-02-21,4.0
18433,BMS5-133TYPEII,2022-02-21,2.0
18434,CC55786,2022-02-21,1.0
18435,HL1087-6,2022-02-21,4.0
18436,L507949-20629,2022-02-21,1.0
18437,LFSH066,2022-02-21,1.0
18438,LM522549-20629,2022-02-21,1.0
18439,M224749-20629,2022-02-21,1.0
18440,M25988-1-110,2022-02-21,4.0
18441,M39029-1-101,2022-02-21,50.0
18442,M83485-1-120,2022-02-21,1.0
18443,M83485-1-121,2022-02-21,1.0
18444,MS21913-6,2022-02-21,1.0
18445,MS28774-116,2022-02-21,2.0
18446,MS28778-4,2022-02-21,1.0
18447,MS28782-25,2022-02-21,2.0
18448,NAS1149F0532P,2022-02-21,1.0
18449,NAS1611-114A,2022-02-21,1.0
18450,NAS1611-116A,2022-02-21,1.0
18451,NAS1611-220A,2022-02-21,1.0
18452,NAS1612-10A,2022-02-21,1.0
18453,NAS1612-12,2022-02-21,1.0
18454,NAS1612-8,2022-02-21,1.0
18455,NAS1739MW6-3,2022-02-21,200.0
18456,NAS602-16P,2022-02-21,16.0
18457,NAS679A3W,2022-02-21,1.0
18458,PLT3IM,2022-02-21,100.0
18459,PS890A2,2022-02-21,3.0
18460,R0YC011MS,2022-02-21,1.0
18461,SAU10517,2022-02-21,1.0
18462,SKYDR0L500B4,2022-02-21,215.0
18463,U756263,2022-02-21,8.0
18464,00-5320-01,2022-02-22,-1.0
18465,1002BB6,2022-02-22,1.0
18466,107175,2022-02-22,400.0
18467,122157T030,2022-02-22,2.0
18468,2-110V747-75,2022-02-22,2.0
18469,289-601-248,2022-02-22,16.0
18470,44066WE,2022-02-22,6.0
18471,46365A87,2022-02-22,2.0
18472,502761-401-2258,2022-02-22,10.0
18473,65-45792-7,2022-02-22,8.0
18474,720752-10WE,2022-02-22,1.0
18475,720752-14WE,2022-02-22,2.0
18476,720752-33,2022-02-22,1.0
18477,720752-58,2022-02-22,1.0
18478,740001,2022-02-22,1.0
18479,78-123,2022-02-22,26.0
18480,78-129WE,2022-02-22,78.0
18481,ANN002-1,2022-02-22,2.0
18482,ANN002-2,2022-02-22,2.0
18483,AS3208-02,2022-02-22,2.0
18484,AS43003-908,2022-02-22,3.0
18485,BACB10FJ05,2022-02-22,1.0
18486,BACB30NW6K5X,2022-02-22,10.0
18487,BACB30VF3K2,2022-02-22,4.0
18488,BACL20AE,2022-02-22,2.0
18489,BACN10JC06CD,2022-02-22,2.0
18490,BACN10YR3CD,2022-02-22,1.0
18491,BACS12ER3K10,2022-02-22,3.0
18492,BACS12FA3K4,2022-02-22,91.0
18493,BACS12FA3K5,2022-02-22,12.0
18494,BACS12FA3K6,2022-02-22,4.0
18495,BACS12FA3K7,2022-02-22,-2.0
18496,BACS12GU3K10,2022-02-22,2.0
18497,BACS12GU3K8,2022-02-22,2.0
18498,BACS12HN3-11,2022-02-22,24.0
18499,BACW10BP5CD,2022-02-22,2.0
18500,BHV7091L,2022-02-22,400.0
18501,BMS10-79-TYPEII,2022-02-22,1.0
18502,BMS3-23TYIICL2,2022-02-22,1.0
18503,BMS5-63TY2CLB1-2,2022-02-22,3.0
18504,BSH10280L,2022-02-22,144.0
18505,CIET22D01,2022-02-22,20.0
18506,CPM2560-10,2022-02-22,2.0
18507,DAPC02200,2022-02-22,3.0
18508,HCS2125,2022-02-22,32.0
18509,L0CKWIRE032,2022-02-22,2.0
18510,M81824-1-2,2022-02-22,30.0
18511,MS29512-04,2022-02-22,1.0
18512,N140N2138-1,2022-02-22,8.0
18513,NAS1149C0332P,2022-02-22,-4.0
18514,NAS1149D0316H,2022-02-22,12.0
18515,NAS1149D0332K,2022-02-22,3.0
18516,NAS679A3W,2022-02-22,-4.0
18517,P0640-101,2022-02-22,10.0
18518,PLT3IM,2022-02-22,250.0
18519,PR1776MB1-2-60Z,2022-02-22,1.0
18520,PS870B2,2022-02-22,10.0
18521,SL2334-3A1,2022-02-22,38.0
18522,YA211-25,2022-02-22,1.0
18523,10-60031-102,2022-02-23,1.0
18524,122157T030,2022-02-23,3.0
18525,2024T3-071,2022-02-23,30.0
18526,28301-12,2022-02-23,2.0
18527,285N0412-1,2022-02-23,1.0
18528,289-601-248,2022-02-23,2.0
18529,342-116-1,2022-02-23,8.0
18530,34555.0000,2022-02-23,1.0
18531,411A4902-6,2022-02-23,50.0
18532,44066WE,2022-02-23,-2.0
18533,65-5930125,2022-02-23,9.0
18534,65C33095-5,2022-02-23,3.0
18535,740007,2022-02-23,1.0
18536,78-123,2022-02-23,52.0
18537,78-129WE,2022-02-23,156.0
18538,AS12801-149,2022-02-23,1.0
18539,AS43003-905,2022-02-23,1.0
18540,AS43003-908,2022-02-23,-2.0
18541,AS43013-123,2022-02-23,2.0
18542,BACB30MY6K6,2022-02-23,10.0
18543,BACB30NM3K3,2022-02-23,10.0
18544,BACB30NN4K11,2022-02-23,1.0
18545,BACB30NW6K4X,2022-02-23,10.0
18546,BACB30NX6K4,2022-02-23,10.0
18547,BACB30NX6K4X,2022-02-23,20.0
18548,BACB30VF3K4,2022-02-23,4.0
18549,BACC30M16,2022-02-23,4.0
18550,BACC45FT18-8P,2022-02-23,3.0
18551,BACN10YR3CD,2022-02-23,4.0
18552,BACR15FT5D5C,2022-02-23,0.0
18553,BACS12FA3K7,2022-02-23,8.0
18554,BACT12AC2,2022-02-23,5.0
18555,BACT12AC8,2022-02-23,10.0
18556,BHV7093L,2022-02-23,20.0
18557,BMS3-33,2022-02-23,10.0
18558,BMS3-35,2022-02-23,2.0
18559,C0TT0NPARTSBAG,2022-02-23,500.0
18560,CD01068F4,2022-02-23,2.0
18561,CR3213-6-2,2022-02-23,50.0
18562,GREASE33TUBE,2022-02-23,10.0
18563,KB27116,2022-02-23,2.0
18564,KB27120,2022-02-23,6.0
18565,KB27121,2022-02-23,2.0
18566,KB27133,2022-02-23,1.0
18567,LJ75510,2022-02-23,2.0
18568,M83485-1-120,2022-02-23,1.0
18569,M83485-1-121,2022-02-23,1.0
18570,MARWEAR BLACK L,2022-02-23,10.0
18571,MARWEAR BLACK XL,2022-02-23,10.0
18572,MARWEAR BLACK XXL,2022-02-23,10.0
18573,MS21043-3,2022-02-23,20.0
18574,MS21141U0606P,2022-02-23,10.0
18575,MS29512-04,2022-02-23,2.0
18576,NAS1149C0332P,2022-02-23,4.0
18577,NAS679A3W,2022-02-23,4.0
18578,PR1776MB1-2-60Z,2022-02-23,2.0
18579,PS870B1-2,2022-02-23,2.0
18580,RTV108,2022-02-23,1.0
18581,SL2334-3A1,2022-02-23,22.0
18582,UL36013,2022-02-23,1.0
18583,YA211-25,2022-02-23,1.0
18584,132050180,2022-02-24,20.0
18585,2-132N602-70,2022-02-24,4.0
18586,2-376S317-60,2022-02-24,2.0
18587,28301-12,2022-02-24,1.0
18588,289-601-248,2022-02-24,1.0
18589,411N1240-1,2022-02-24,1.0
18590,411N3210-90,2022-02-24,4.0
18591,53-224,2022-02-24,2.0
18592,AN960JD10,2022-02-24,24.0
18593,AN970-3,2022-02-24,7.0
18594,AS568-275S59-70,2022-02-24,2.0
18595,BACB30NX6K5X,2022-02-24,20.0
18596,BACJ40AB20-6,2022-02-24,8.0
18597,BACP18BC03A10P,2022-02-24,6.0
18598,BACS12HN3-6D,2022-02-24,5.0
18599,BACW10BP6DP,2022-02-24,2.0
18600,BACW10BP7DP,2022-02-24,4.0
18601,BMS11-7,2022-02-24,16.0
18602,C28-15,2022-02-24,20.0
18603,D9100SW-4,2022-02-24,1.0
18604,ED101208SD,2022-02-24,1.0
18605,GUYBLAST20-30,2022-02-24,25.0
18606,H0NITE16,2022-02-24,25.0
18607,LOCTITE242,2022-02-24,2.0
