,pn,description,actual_stock,ideal_stock,station,del_time,buy_freq,purchasing_method,min,max
658,285N0412-1,Handset Ay  Aft Electronic Panel,24.0000,0,KEF,48,10,low_sale,0,0
659,UL33588,"Pad     Ch0cking,Rear - Assy",11.0000,0,KEF,18,10,low_sale,0,0
660,BACC30AC6,Collar,400.0000,0,KEF,21,100,low_sale,0,0
661,BACB30NN4K12,Bolt,291.0000,0,KEF,33,10,low_sale,0,0
662,BACR15FT5D4C,Rivet,51.0000,0,KEF,21,100,low_sale,0,0
663,808492-1,Filter Filter-Air,4.0000,0,KEF,25,10,low_sale,0,0
664,N5000-137,Ring    (Add Info),94.0000,0,KEF,41,100,low_sale,0,0
665,68-448,Packing,29.0000,0,KEF,27,10,low_sale,0,0
666,NAS679A3W,Nut,409.0000,0,KEF,168,10,low_sale,0,0
667,BACB30NX6K4,Bolt,629.0000,0,KEF,21,100,low_sale,0,0
668,NAS1611-240A,Packing,7.0000,0,KEF,13,10,low_sale,0,0
669,BACB30NX6K2X,Bolt,64.0000,0,KEF,10,100,low_sale,0,0
670,BACB30PN12-24,Bolt,65.0000,0,KEF,23,10,low_sale,0,0
671,BACB30NN4K6,Bolt,652.0000,0,KEF,12,100,low_sale,0,0
672,MS35207-260,Screw   Machine,2798.0000,0,KEF,10,100,low_sale,0,0
673,BACB30NW6K7X,Bolt,212.0000,0,KEF,12,100,low_sale,0,0
674,BACB30NZ6K7X,Hi-Lock,125.0000,0,KEF,14,100,low_sale,0,0
675,MS21250-07016,Bolt,160.0000,0,KEF,28,10,low_sale,0,0
676,NAS1523AA4R,Packing,232.0000,0,KEF,18,100,low_sale,0,0
677,P25000,Bearing,8.0000,0,KEF,14,10,low_sale,0,0
678,D137HF395,Insert,64.0000,0,KEF,11,10,low_sale,0,0
679,BACB10FJ05GC,Bearing,0.0000,0,KEF,15,10,low_sale,0,0
680,27620-20629,Cone Bearing,31.0000,0,KEF,23,10,low_sale,0,0
681,MS28775-011,Packing,98.0000,0,KEF,79,10,low_sale,0,0
682,BACR15FV6KE6,Rivet,75.0000,0,KEF,12,10,low_sale,0,0
683,NAS1252-10H,Washer,1073.0000,0,KEF,15,100,low_sale,0,0
684,26-306-1,Bushing Main Brake Assy,5.0000,0,KEF,53,10,low_sale,0,0
685,4812-70,Motor Motor Ay,20.0000,0,KEF,26,10,low_sale,0,0
686,654T0035-2,Kit     Filter Kit,10.0000,0,KEF,32,10,low_sale,0,0
687,C0RBAN27L,Compound In Tubes   Bms3-38  (Zipchem Zc-027l),37.0000,0,KEF,37,10,low_sale,0,0
688,P0640-101,Vest Infant Life,141.0000,0,KEF,27,10,low_sale,0,0
689,BACJ40AB20-8,Jumper,10.0000,0,KEF,13,10,low_sale,0,0
690,KB27155,"Ring    Sealing,T0r0idal-Shr",8.0000,0,KEF,19,10,low_sale,0,0
691,1A081-0155-11,Switch Switch-Toilet Timer,9.0000,0,KEF,21,10,low_sale,0,0
692,MS9245-23,"Pin     C0tter,Split",176.0000,0,KEF,9,100,low_sale,0,0
693,BACB30NY6K6X,Bolt,81.0000,0,KEF,20,100,low_sale,0,0
694,AS3209-135,Packing Packing-Preformed,62.0000,0,KEF,1,10,low_sale,0,0
695,BACB30NW8K12X,Bolt,22.0000,0,KEF,40,10,low_sale,0,0
696,BACN11Z3CD,Nut,721.0000,0,KEF,24,100,low_sale,0,0
697,BACC10GU101,Clamp,64.0000,0,KEF,12,100,low_sale,0,0
698,RTV157,Seal    Adhesive Seal,0.0000,0,KEF,40,10,low_sale,0,0
699,BAC70835,Exterior White,7.0000,0,KEF,49,10,low_sale,0,0
700,AS43003-906,Ring    Ring,255.0000,0,KEF,17,100,low_sale,0,0
701,BACB10FJ05,Bearing,16.0000,0,KEF,13,10,low_sale,0,0
702,4811-196-034,Duct Duct-Flexible,27.0000,0,KEF,79,10,low_sale,0,0
703,NAS1149D0416J,Washer,410.0000,0,KEF,17,100,low_sale,0,0
704,BACB30NW6K3X,Bolt,156.0000,0,KEF,12,10,low_sale,0,0
705,113N1832-4,Plug Plug  Mtg Bolt  Fwd Mlg Trunnion Fairing,4.0000,0,KEF,14,10,low_sale,0,0
706,VHP450KA1,Cell Ay Battery Type 4579,12.0000,0,KEF,62,10,low_sale,0,0
707,BACB30VF4K4,Bolt,41.0000,0,KEF,13,100,low_sale,0,0
708,R0YC011MS,Grease,49.0000,0,KEF,80,10,low_sale,0,0
709,BACB30NX6K7X,Bolt,39.0000,0,KEF,25,100,low_sale,0,0
710,BACB30NN3K7,Bolt,3047.0000,0,KEF,34,100,low_sale,0,0
711,TFE2X,Sleeve Teflon,11.0000,0,KEF,15,10,low_sale,0,0
712,LJ75943,Strip Rub,5.0000,0,KEF,28,10,low_sale,0,0
713,S9026G221,Packing Packing-Preformed,13.0000,0,KEF,18,10,low_sale,0,0
714,4811-196-035,Duct Duct-Flexible,19.0000,0,KEF,139,10,low_sale,0,0
715,M0LYK0TED321R400,Lubricnt,10.0000,0,KEF,28,10,low_sale,0,0
716,EC3524BA,Hardener,2.0000,0,KEF,45,10,low_sale,0,0
717,68-1234,Back Up Oring,246.0000,0,KEF,111,10,low_sale,0,0
718,BAC27NCT0166,Marker,4.0000,0,KEF,13,10,low_sale,0,0
719,BACB10HH04,Bearing,4.0000,0,KEF,13,10,low_sale,0,0
720,PLT15IC,Strap   142mm,1400.0000,0,KEF,52,100,low_sale,0,0
721,M83248-1-908,Packing,0.0000,0,KEF,0,100,low_sale,0,0
722,114N4056-1,Washer Nylon  Aux Arm Outbd Le Slats,7.0000,0,KEF,8,10,low_sale,0,0
723,PS870B1-2,Semkit,36.0000,0,KEF,42,10,low_sale,0,0
724,592XS2-629,Cup Bearing,28.0000,0,KEF,27,10,low_sale,0,0
725,AS3209-009,"Packing, Preformed",244.0000,0,KEF,31,100,low_sale,0,0
726,260-747,Housing,3.0000,0,KEF,51,10,low_sale,0,0
727,69-77023-1,Seal Fuel 8 X 18 Tank Access Door,18.0000,0,KEF,17,10,low_sale,0,0
728,MS25041-7,Light,8.0000,0,KEF,33,10,low_sale,0,0
729,BACC30BH12,Collar,221.0000,0,KEF,0,100,low_sale,0,0
730,ADKB54T0035-6,Kit Filter,4.0000,0,KEF,26,10,low_sale,0,0
731,1308,Bulb,661.0000,0,KEF,11,100,low_sale,0,0
732,YA211-25,Plug    Assy-H.E. Igniter,6.0000,0,KEF,27,10,low_sale,0,0
733,BACB30LH3-6,Bolt,67.0000,0,KEF,6,10,low_sale,0,0
734,BACN10JR3F,Nutplate,475.0000,0,KEF,34,100,low_sale,0,0
735,BACB30NW6K4Y,Bolt,85.0000,0,KEF,17,10,low_sale,0,0
736,NAS1252-10L,Washer,950.0000,0,KEF,22,100,low_sale,0,0
737,NAS1611-216A,Packing,26.0000,0,KEF,17,100,low_sale,0,0
738,KB27116,Seal    Ring,12.0000,0,KEF,14,10,low_sale,0,0
739,AS12800-910,Ring    Seal,3.0000,0,KEF,21,10,low_sale,0,0
740,NAS1149C0632R,Washer,325.0000,0,KEF,5,100,low_sale,0,0
741,MS28778-12,Packing,35.0000,0,KEF,7,100,low_sale,0,0
742,856504-2,Filter Filter-Element,15.0000,0,KEF,32,10,low_sale,0,0
743,ARM835,Seal    Bulk Spare,2.0000,0,KEF,16,10,low_sale,0,0
744,BACB30NN4K11,Bolt,311.0000,0,KEF,23,100,low_sale,0,0
745,NAS603-5P,Screw,625.0000,0,KEF,12,100,low_sale,0,0
746,BMS11-7,Solvent,91.0000,0,KEF,33,10,low_sale,0,0
747,BACC30BH8,Collar,964.0000,0,KEF,22,10,low_sale,0,0
748,PL32M,Sealant  Hylomar Blue,11.0000,0,KEF,10,10,low_sale,0,0
749,R14,C-Battery,192.0000,0,KEF,16,100,low_sale,0,0
750,BACR15GF6D7,Rivet,23.0000,0,KEF,29,100,low_sale,0,0
751,BACC30AG8,Collar,142.0000,0,KEF,5,10,low_sale,0,0
752,BACC47DE7A,Pin      Contact Pin,22.0000,0,KEF,172,100,low_sale,0,0
753,BACR15FT6D8C,Rivet,160.0000,0,KEF,29,10,low_sale,0,0
754,MS20427M4-5,Rivet,173.0000,0,KEF,7,100,low_sale,0,0
755,BACB30NW8K10X,Bolt,62.0000,0,KEF,14,100,low_sale,0,0
756,434-093-003,Board Ay Spare Bulb,4.0000,0,KEF,21,10,low_sale,0,0
757,4812-155,Gasket,18.0000,0,KEF,41,10,low_sale,0,0
758,504958,PRIM 10P20-44MNF/291B/TR114 4GK,5.0000,0,KEF,44,10,low_sale,0,0
759,69-71082-6,Clip Retaining  Pass Window,67.0000,0,KEF,14,10,low_sale,0,0
760,M25988-1-145,O-Ring,18.0000,0,KEF,55,10,low_sale,0,0
761,7588429,Element-Filter Idg,5.0000,0,KEF,45,10,low_sale,0,0
762,45-265,Tube    -Adjuster,52.0000,0,KEF,54,10,low_sale,0,0
763,P0071-111,"Bag,Life Vest Infant",55.0000,0,KEF,31,10,low_sale,0,0
764,122-11124-1A,Shade,127.0000,0,KEF,27,10,low_sale,0,0
765,BACJ40D20-24,Jumper,12.0000,0,KEF,41,10,low_sale,0,0
766,MS29513-244,Packing,35.0000,0,KEF,69,100,low_sale,0,0
767,107175,"Battery Aaa, Varta Longlife Extra",600.0000,0,KEF,10,100,low_sale,0,0
768,MS21250H05018,Bolt,4.0000,0,KEF,11,10,low_sale,0,0
769,BACS12FA3K8,Screw,2338.0000,0,KEF,14,100,low_sale,0,0
770,4627,Lamp Par 36,17.0000,0,KEF,17,10,low_sale,0,0
771,BACR15FT5D7C,Rivet,10.0000,0,KEF,21,100,low_sale,0,0
772,654T0035-3,Kit     Filter Kit,19.0000,0,KEF,15,10,low_sale,0,0
773,803269-01,Mask Ay Portable Oxygen Unit,17.0000,0,KEF,82,10,low_sale,0,0
774,BACB30NY6K7,Bolt,291.0000,0,KEF,27,100,low_sale,0,0
775,W45655,Dark Grey,16.0000,0,KEF,53,10,low_sale,0,0
776,AS43013-120,"Ring    Sealing,T0r0idal",30.0000,0,KEF,28,100,low_sale,0,0
777,BACR15FT5D5C,Rivet,11.0000,0,KEF,12,100,low_sale,0,0
778,BACP18BC03A10P,Pin,148.0000,0,KEF,99,100,low_sale,0,0
779,NAS1288-4W,Washer,34.0000,0,KEF,84,10,low_sale,0,0
780,BACR15FT6D5C,Rivet,554.0000,0,KEF,39,10,low_sale,0,0
781,P512763,Filter  Hepa Cabin Air Filter,13.0000,0,KEF,33,10,low_sale,0,0
782,44066WE,O-Ring,381.0000,0,KEF,17,10,low_sale,0,0
783,28301-12,Mask Ay Emergency Equipment,248.0000,0,KEF,54,50,low_sale,0,0
784,8050917-0006,Paper For Acars,99.0000,0,KEF,24,10,low_sale,0,0
785,BACB30LM4H14,Screw,4.0000,0,KEF,6,10,low_sale,0,0
786,9PR5,Cleaner,12.0000,0,KEF,48,10,low_sale,0,0
787,BACW10UC10,Washer,1407.0000,0,KEF,15,100,low_sale,0,0
788,2024T3-050,Aluminum Aluminum Sheet,256.0000,0,KEF,45,10,low_sale,0,0
789,BACB45A,Bumper,31.0000,0,KEF,41,10,low_sale,0,0
790,AS20625,Nut     Bihex,18.0000,0,KEF,22,10,low_sale,0,0
791,BACC10GU106,Clamp,19.0000,0,KEF,9,100,low_sale,0,0
792,69B90191-4,Gasket Hydraulic Pump,7.0000,0,KEF,24,10,low_sale,0,0
793,P208-1,Packing,13.0000,0,KEF,12,10,low_sale,0,0
794,CR3523-6-3,Rivet,128.0000,0,KEF,11,100,low_sale,0,0
795,S9028T906,Packing Packing-Preformed,24.0000,0,KEF,13,100,low_sale,0,0
796,BACB30MY6K3,Bolt,866.0000,0,KEF,12,100,low_sale,0,0
797,MS24665-155,Pin,437.0000,0,KEF,21,100,low_sale,0,0
798,AS3582-028,Packing,9.0000,0,KEF,12,100,low_sale,0,0
799,BACN10KE3B3CD,Nut Plate,16.0000,0,KEF,21,10,low_sale,0,0
800,FN12M02,Nut     -Self-Locking,1255.0000,0,KEF,16,100,low_sale,0,0
801,1317,Bulb,419.0000,0,KEF,15,100,low_sale,0,0
802,10-700305,Grommet-Rubber,65.0000,0,KEF,34,10,low_sale,0,0
803,3205-15,Bearing,27.0000,0,KEF,42,10,low_sale,0,0
804,21510-51,Latch Snap  Net  Fwd Cargo Compt,44.0000,0,KEF,12,10,low_sale,0,0
805,JPM182,Switch  Microswitch Assy,9.0000,0,KEF,51,10,low_sale,0,0
806,5100-137,Ring    (Add Info),81.0000,0,KEF,23,10,low_sale,0,0
807,4907-52,Ring    Seal,38.0000,0,KEF,31,10,low_sale,0,0
808,BACB30NY6K4,Bolt,257.0000,0,KEF,17,100,low_sale,0,0
809,KB27108,Seal    Ring,16.0000,0,KEF,44,10,low_sale,0,0
810,AS3208-05,Packing,54.0000,0,KEF,24,100,low_sale,0,0
811,102STDW,Lens,29.0000,0,KEF,14,10,low_sale,0,0
812,BACR15GF6D4,Rivet,9.0000,0,KEF,21,100,low_sale,0,0
813,TRVC5,Cap     Cap-Valve,39.0000,0,KEF,20,100,low_sale,0,0
814,998502-10-1,Lamp    Reading Light Lamp,83.0000,0,KEF,18,10,low_sale,0,0
815,3-907N103-70,Oring Xmsn  Te Flap,137.0000,0,KEF,17,100,low_sale,0,0
816,BACB30NZ6K6X,Hi-Lock,42.0000,0,KEF,13,10,low_sale,0,0
817,NAS1612-6A,Packing,22.0000,0,KEF,126,100,low_sale,0,0
818,PLT1.5M-M0,Strap   140mm,5610.0000,0,KEF,34,100,low_sale,0,0
819,ENV0TITE,Seal For Life Vest,1057.0000,0,KEF,19,100,low_sale,0,0
820,27684-20629,Cup      Cup-Bearing,14.0000,0,KEF,34,10,low_sale,0,0
821,BACB30NW6K4,Bolt,664.0000,0,KEF,25,100,low_sale,0,0
822,BACB30NX6K3X,Bolt,431.0000,0,KEF,20,100,low_sale,0,0
823,2602195,Grommet,76.0000,0,KEF,16,10,low_sale,0,0
824,UL33592,"Pad     Ch0cking,Fr0nt - Ass",9.0000,0,KEF,18,10,low_sale,0,0
825,MIL-C-5040,Cord    Nylon Cord,1029.0000,0,KEF,9,10,low_sale,0,0
826,BACM15C3E,MODULE,102.0000,0,KEF,23,10,low_sale,0,0
827,S9412-556,Packing,27.0000,0,KEF,3,10,low_sale,0,0
828,TA025028-10,Clip,84.0000,0,KEF,35,10,low_sale,0,0
829,EA934NA,Compound Potting Hysol Ea934na Pt,5.0000,0,KEF,24,10,low_sale,0,0
830,AS3209-226,Packing Packing-Preformed,276.0000,0,KEF,26,100,low_sale,0,0
831,5106WW,Lamp Direct Ceiling Lights,50.0000,0,KEF,17,10,low_sale,0,0
832,108-2,Carpet Tape,141.0000,0,KEF,36,10,low_sale,0,0
833,HT603A254X30,"Foam (25,4 Mm Thick X 30 Mm Wide)  Bms1-68  Form 2",5.0000,0,KEF,29,10,low_sale,0,0
834,D9100SW-4,"Tape, Polyurethane, 4 Wide, 0.008 Thick",34.0000,0,KEF,33,10,low_sale,0,0
835,BACB30NY8K7,Bolt    Rudder Hinge.,9.0000,0,KEF,9,10,low_sale,0,0
836,398FR,Tape  3m Tape 3 Inch,84.0000,0,KEF,103,10,low_sale,0,0
837,BACS12ER3K10,Screw,61.0000,0,KEF,9,10,low_sale,0,0
838,450165,SCREW - SET,8.0000,0,KEF,11,10,low_sale,0,0
839,334500WFC,Element Element Ay-Oil Filter,15.0000,0,KEF,36,10,low_sale,0,0
840,M83248-1-011,Packing,796.0000,0,KEF,32,100,low_sale,0,0
841,289-601-248,Mask Ay Oxygen  Emergency Equipment,272.0000,0,KEF,81,10,low_sale,0,0
842,4812-200,Impeller,54.0000,0,KEF,41,10,low_sale,0,0
843,53-227,Clip,0.0000,0,KEF,24,10,low_sale,0,0
844,AN960-8,Washer,1132.0000,0,KEF,13,10,low_sale,0,0
845,387,Lamp Attendant Call Light,1952.0000,0,KEF,15,100,low_sale,0,0
846,BACR12BM111,"Seal    Ring,Backup-Case Dra",278.0000,0,KEF,15,100,low_sale,0,0
847,BACB30ZE4-5,Bolt,141.0000,0,KEF,10,100,low_sale,0,0
848,MS28778-6,Packing,35.0000,0,KEF,39,100,low_sale,0,0
849,3M77,3m 77 Límsprey,21.0000,0,KEF,59,10,low_sale,0,0
850,BACB10BA35PP,BEARING,24.0000,0,KEF,8,10,low_sale,0,0
851,UP10575,Gasket  Tach0meter T0 Hs Gea,6.0000,0,KEF,11,10,low_sale,0,0
852,AS3209-215,Ring,79.0000,0,KEF,21,10,low_sale,0,0
853,MCS352B160,Hydrlc  Hydraulic,7.0000,0,KEF,23,10,low_sale,0,0
854,BACR15BB4AD5C,Rivet,1153.0000,0,KEF,8,10,low_sale,0,0
855,BACR15FT6D4,Rivet,17.0000,0,KEF,21,10,low_sale,0,0
856,GMW1-1-2,Fuse,34.0000,0,KEF,14,10,low_sale,0,0
857,BACT12AC2,Terminal,437.0000,0,KEF,15,100,low_sale,0,0
858,MS20426AD4-5,Rivet,1661.0000,0,KEF,13,10,low_sale,0,0
859,91500-3,Spring  Spring-Seat Return,28.0000,0,KEF,12,10,low_sale,0,0
860,BACN10HC4,Nut,12.0000,0,KEF,11,10,low_sale,0,0
861,4A114-0016-1,Bumper,6.0000,0,KEF,96,10,low_sale,0,0
862,BACC15AC3A,Clip,26522.0000,0,KEF,19,100,low_sale,0,0
863,2A044-0135,Fairing Fairing-Bogie,5.0000,0,KEF,24,10,low_sale,0,0
864,NAS1149DN832J,Washer,943.0000,0,KEF,24,100,low_sale,0,0
865,BACJ40A20-8,Jumper,16.0000,0,KEF,9,10,low_sale,0,0
866,BACJ40E20-40,Jumper,10.0000,0,KEF,11,10,low_sale,0,0
867,S9413-227,Packing,90.0000,0,KEF,31,10,low_sale,0,0
868,M81824-1-2,Splice,176.0000,0,KEF,18,100,low_sale,0,0
869,65-5458-21B,Nut,132.0000,0,KEF,19,10,low_sale,0,0
870,BACS21EE3R,Stud,45.0000,0,KEF,17,10,low_sale,0,0
871,185F88-6,"Tyre, 18x5,5",10.0000,0,KEF,86,10,low_sale,0,0
872,BACC30AG6,Collar,49.0000,0,KEF,15,10,low_sale,0,0
873,BACN10JC08CD,Nut,39.0000,0,KEF,13,100,low_sale,0,0
874,DC4,Grease,9.0000,0,KEF,11,10,low_sale,0,0
875,4811-196-032,Duct Duct-Flexible,12.0000,0,KEF,65,10,low_sale,0,0
876,411N2599-20C,Strap Ay Warning  Door,7.0000,0,KEF,10,10,low_sale,0,0
877,3A124-0395-3,Spring,6.0000,0,KEF,17,10,low_sale,0,0
878,989803139261,Adult Smart Pads Ii,0.0000,0,KEF,60,10,low_sale,0,0
879,AL0DINE1201,Liquid,13.0000,0,KEF,20,10,low_sale,0,0
880,BACS12FA3K5,Screw,947.0000,0,KEF,56,100,low_sale,0,0
881,BACN11Z4CD,Nut,14.0000,0,KEF,19,100,low_sale,0,0
882,F72T12CWH0,Lamp Fluorescent,10.0000,0,KEF,35,10,low_sale,0,0
883,BACB30NX6K4X,Bolt,92.0000,0,KEF,10,100,low_sale,0,0
884,78-129WE,Rivet   (Semi Tubular),354.0000,0,KEF,23,100,low_sale,0,0
885,BACS12FA3K4,Screw,451.0000,0,KEF,13,100,low_sale,0,0
886,MS90362-3,Connecto,5.0000,0,KEF,11,10,low_sale,0,0
887,NAS1611-230A,Packing,35.0000,0,KEF,3,100,low_sale,0,0
888,NAS8702-2,Bolt,85.0000,0,KEF,49,100,low_sale,0,0
889,NAS43DD3-12,Spacer,46.0000,0,KEF,147,10,low_sale,0,0
890,F30T12WWRS,Lamp Fluorescent,27.0000,0,KEF,98,10,low_sale,0,0
891,198-831-2129,"Ring    Sealing,Inner-Shr0ud",12.0000,0,KEF,27,10,low_sale,0,0
892,M0BILJET0ILII,Mobile Jet II,663.0000,0,KEF,61,10,low_sale,0,0
893,NAS1149C0532R,Washer,177.0000,0,KEF,19,100,low_sale,0,0
894,BRH30C4D,Nut,605.0000,0,KEF,13,10,low_sale,0,0
895,LJ77025,Spacer  Plate,23.0000,0,KEF,21,10,low_sale,0,0
896,AS15001-1P,Fitting,669.0000,0,KEF,21,100,low_sale,0,0
897,18241,Filter,4.0000,0,KEF,22,10,low_sale,0,0
898,BACS12HN06-7,Screw,161.0000,0,KEF,45,10,low_sale,0,0
899,NAS1611-112A,Packing,179.0000,0,KEF,12,100,low_sale,0,0
900,P629-3,Tape 3in X 36yds,108.0000,0,KEF,79,10,low_sale,0,0
901,33M100,Lubrcant Lubricant Tube,19.0000,0,KEF,35,10,low_sale,0,0
902,BACS38P3A,Support,55.0000,0,KEF,23,10,low_sale,0,0
903,3A083-0469-1,Diffuser Diffuser Ay,11.0000,0,KEF,26,10,low_sale,0,0
904,684-4-33,Thermouple,11.0000,0,KEF,22,10,low_sale,0,0
905,1015597,Seal,20.0000,0,KEF,14,10,low_sale,0,0
906,033527,O-Ring,8.0000,0,KEF,30,10,low_sale,0,0
907,BACS21EE16R,Stud,22.0000,0,KEF,21,10,low_sale,0,0
908,BACB30ND6A5X,Bolt,57.0000,0,KEF,7,10,low_sale,0,0
909,276005,Fuse,4.0000,0,KEF,8,10,low_sale,0,0
910,LJ75510,Strip   Anti-Chafe,4.0000,0,KEF,14,10,low_sale,0,0
911,BACB30NX8K6,Bolt,168.0000,0,KEF,7,100,low_sale,0,0
912,BACC30M5,Collar,126.0000,0,KEF,90,100,low_sale,0,0
913,CR3523-6-5,Rivet,129.0000,0,KEF,14,100,low_sale,0,0
914,4554,Lamp Taxi Lt Nose Ldg Gear,24.0000,0,KEF,33,10,low_sale,0,0
915,16004-027-5,Hose,17.0000,0,KEF,76,10,low_sale,0,0
916,68-404,Packing,75.0000,0,KEF,23,100,low_sale,0,0
917,MS21913V10P,Plug,10.0000,0,KEF,70,10,low_sale,0,0
918,LM718910-20629,Cup      Cup-Bearing,27.0000,0,KEF,31,10,low_sale,0,0
919,433-097-003,Module  Module Assy,5.0000,0,KEF,12,10,low_sale,0,0
920,304-282,Carrier Assy Kit,2.0000,0,KEF,100,10,low_sale,0,0
921,BACS12HN3-6D,Screw,387.0000,0,KEF,47,10,low_sale,0,0
922,BACB30NW6K6X,Bolt,181.0000,0,KEF,42,100,low_sale,0,0
923,BACB30NW10K7X,Bolt,5.0000,0,KEF,10,10,low_sale,0,0
924,SP20523,Dampener,3.0000,0,KEF,20,10,low_sale,0,0
925,BACW10BP7DP,Washer,524.0000,0,KEF,21,100,low_sale,0,0
926,BACB30NY8K11X,Bolt,21.0000,0,KEF,79,10,low_sale,0,0
927,1743716,Filter,3.0000,0,KEF,32,10,low_sale,0,0
928,BACP11J212,O-Ring,1.0000,0,KEF,1,10,low_sale,0,0
929,025-050-12,Seal,98.0000,0,KEF,42,10,low_sale,0,0
930,BACC63BP14H7SN,Connector,9.0000,0,KEF,109,10,low_sale,0,0
931,L713049-20629,Cone,5.0000,0,KEF,74,10,low_sale,0,0
932,65B07671-10,Seal Pass Window  Light Weight,42.0000,0,KEF,17,10,low_sale,0,0
933,3888076-2,Lead Lead-Elec Igniter Plug,3.0000,0,KEF,56,10,low_sale,0,0
934,BACB30NW6K5,Bolt,300.0000,0,KEF,23,100,low_sale,0,0
935,NAS1149FN632P,Washer,984.0000,0,KEF,4,10,low_sale,0,0
936,452-0133,Battery For Emergency Xmtr.,4.0000,0,KEF,86,10,low_sale,0,0
937,BACR15BA4B6C,Rivet,7.0000,0,KEF,12,10,low_sale,0,0
938,BACR15CE4D5,Rivet,5.0000,0,KEF,21,100,low_sale,0,0
939,BACB30LE4K15,Bolt,23.0000,0,KEF,10,10,low_sale,0,0
940,MS21913V4P,PLUG,15.0000,0,KEF,22,10,low_sale,0,0
941,AGATL4269111176,Leak Detection Spray,0.0000,0,KEF,13,10,low_sale,0,0
942,AER0SHELLFLUID41,Fluid   Hydraulic Fluid,31.0000,0,KEF,53,10,low_sale,0,0
943,MS29513-240,Packing,42.0000,0,KEF,12,100,low_sale,0,0
944,1665,Bulb Light Bulb,38.0000,0,KEF,8,100,low_sale,0,0
945,F15T12WW,Lamp Ceiling Light,135.0000,0,KEF,23,10,low_sale,0,0
946,AN525-10R16,Screw,130.0000,0,KEF,26,100,low_sale,0,0
947,BACS21EE10R,Stud,19.0000,0,KEF,15,10,low_sale,0,0
948,4812-135,Gasket,7.0000,0,KEF,41,10,low_sale,0,0
949,NAS1611-111A,Packing,14.0000,0,KEF,7,100,low_sale,0,0
950,2A083-0613-11,Cartridg Cartridge Ay,14.0000,0,KEF,26,10,low_sale,0,0
951,68-1520,Oring,69.0000,0,KEF,31,10,low_sale,0,0
952,BACN11AG08,Nutplate,1473.0000,0,KEF,53,100,low_sale,0,0
953,16202-025,Gasket,60.0000,0,KEF,32,10,low_sale,0,0
954,BACW10P186CC,Washer,649.0000,0,KEF,154,100,low_sale,0,0
955,50-498,Plate   Instruction,46.0000,0,KEF,35,10,low_sale,0,0
956,HCS2125,Sealant Tape,34.0000,0,KEF,22,10,low_sale,0,0
957,BACW10P250CC,Washer,85.0000,0,KEF,16,100,low_sale,0,0
958,SKYL0X,Circuit Breaker Safety Lock,200.0000,0,KEF,10,100,low_sale,0,0
959,BACB30VF3K4,Bolt,397.0000,0,KEF,13,10,low_sale,0,0
960,KB27136,"Seal - Sealing, Torroidal",31.0000,0,KEF,11,10,low_sale,0,0
961,NAS1612-8,Packing,21.0000,0,KEF,52,100,low_sale,0,0
962,4811-106,Gasket,27.0000,0,KEF,170,10,low_sale,0,0
963,65-76765-10,Seal Window Ay,65.0000,0,KEF,20,10,low_sale,0,0
964,BACR15FT6D6C,Rivet,235.0000,0,KEF,29,100,low_sale,0,0
965,NAS620C8,Washer,1236.0000,0,KEF,13,100,low_sale,0,0
966,LJ70500,"Pin     Straight,Headed",74.0000,0,KEF,15,10,low_sale,0,0
967,1476002,Ta-50  1l,10.0000,0,KEF,8,10,low_sale,0,0
968,BACB30NN3K4,Bolt,2495.0000,0,KEF,55,100,low_sale,0,0
969,NAS679C06M,Nut,72.0000,0,KEF,13,100,low_sale,0,0
970,NAS1149F0332P,Washer,4901.0000,0,KEF,25,100,low_sale,0,0
971,654T0035-8,Kit     Filter Kit,17.0000,0,KEF,21,10,low_sale,0,0
972,BMS5-92,Adhesive,5.0000,0,KEF,25,10,low_sale,0,0
973,BAC27TCA0008,Decal,7.0000,0,KEF,10,10,low_sale,0,0
974,AS3209-129,Packing Packing-Preformed,36.0000,0,KEF,21,100,low_sale,0,0
975,150B,Filter  Filter Cartridge,63.0000,0,KEF,26,10,low_sale,0,0
976,307,Bulb Spare Bulb Box Instl,462.0000,0,KEF,20,10,low_sale,0,0
977,BACP18BC01A06P,Pin     Cotter,372.0000,0,KEF,12,100,low_sale,0,0
978,VVP236,Jelly   Petrolatum Grease,18.0000,0,KEF,29,10,low_sale,0,0
979,BACB30NX6K4Y,Bolt,288.0000,0,KEF,21,100,low_sale,0,0
980,CR3213-5-03,Rivet,120.0000,0,KEF,11,100,low_sale,0,0
981,BACS21EE5R,Stud,34.0000,0,KEF,13,100,low_sale,0,0
982,BACC30BL8,Collar,136.0000,0,KEF,14,100,low_sale,0,0
983,BACB30LR4-7,Bolt,72.0000,0,KEF,13,10,low_sale,0,0
984,BACB30VF4K5,Bolt,107.0000,0,KEF,9,100,low_sale,0,0
985,JMV121,"Packing Packing-Preformed, O",18.0000,0,KEF,14,10,low_sale,0,0
986,20-520WA,Pin     Wear Indicator (Pma),213.0000,0,KEF,29,10,low_sale,0,0
987,BACB30US14-36M,Bolt,7.0000,0,KEF,52,10,low_sale,0,0
988,BACB30NW8K8X,Bolt,73.0000,0,KEF,19,10,low_sale,0,0
989,5-86557-203,Lt Ay   Rcpt Instl Ext Pwr,2.0000,0,KEF,30,10,low_sale,0,0
990,412A1810-2B,Bumper Door,90.0000,0,KEF,16,10,low_sale,0,0
